Aggregate Series,SPEPSTTM
Data Start,2003-01-04
Data End,2026-05-16

Date,Value
2019-12-07,12.847505569458008
2019-12-14,12.828620910644531
2019-12-21,12.725271224975586
2019-12-28,12.733521461486816
2020-01-04,12.81934642791748
2020-01-11,12.821951866149902
2020-01-18,12.817096710205078
2020-01-25,12.871256828308105
2020-02-01,12.775062561035156
2020-02-08,12.908980369567871
2020-02-15,13.147665023803711
2020-02-22,13.12233829498291
2020-02-29,13.183626174926758
2020-03-07,13.209378242492676
2020-03-14,13.112865447998047
2020-03-21,13.047987937927246
2020-03-28,13.108342170715332
2020-04-04,13.05164909362793
2020-04-11,13.051421165466309
2020-04-18,12.738572120666504
2020-04-25,12.474081993103027
2020-05-02,12.167837142944336
2020-05-09,11.686050415039062
2020-05-16,11.614718437194824
2020-05-23,11.553597450256348
2020-05-30,11.501165390014648
